=== FRAUDULENT ===
>>> python generate.py --input data/raw/Fake Postings.csv --source-type scam --output-dir D:/ai-scam-detection-data/generated --text-cols title,description,requirements,benefits --label-col fraudulent --sample 600 --seed 101
[1/600] rendered images/Fake Postings_9521_d378ab328515.jpg (sms, light, fraudulent)
[315/400] rendered images/fraud_email__8522_bc7220633b37.png (email, dark, genuine)
[316/400] rendered images/fraud_email__8250_3058b185b5bf.png (email, dark, genuine)
[317/400] rendered images/fraud_email__8921_12fd9b238d72.png (email, light, genuine)
[318/400] rendered images/fraud_email__3270_3a26c3dce391.png (email, light, genuine)
[319/400] rendered images/fraud_email__569_7de2353384e5.png (email, light, genuine)
[320/400] rendered images/fraud_email__1048_2c07fe22b7c6.png (email, dark, genuine)
[321/400] rendered images/fraud_email__8304_3173d0a23277.png (email, light, genuine)
[322/400] rendered images/fraud_email__585_ae6d6056d938.png (email, light, genuine)
[323/400] rendered images/fraud_email__9857_6bf40abeba15.png (email, light, genuine)
[324/400] rendered images/fraud_email__5726_3f0c5cba7be1.png (email, light, genuine)
[325/400] rendered images/fraud_email__5640_fe3fd394b2bc.png (email, dark, genuine)
[326/400] rendered images/fraud_email__1234_f5d0fc6f1787.png (email, dark, genuine)
[327/400] rendered images/fraud_email__4587_376ac4a14e22.png (email, light, genuine)
[328/400] rendered images/fraud_email__1277_7fc816c8e945.png (email, light, genuine)
[329/400] rendered images/fraud_email__3503_549562da85e8.png (email, dark, genuine)
[330/400] rendered images/fraud_email__8957_beba2f8857b8.png (email, light, genuine)
[331/400] rendered images/fraud_email__10068_7b0850c600f5.png (email, dark, genuine)
[332/400] rendered images/fraud_email__1514_9e4604742c51.png (email, dark, genuine)
[333/400] rendered images/fraud_email__9593_39335e312b8c.png (email, dark, genuine)
[334/400] rendered images/fraud_email__1627_b2ffcfdd09b5.png (email, dark, genuine)
[335/400] rendered images/fraud_email__7043_8096fddda10f.png (email, dark, genuine)
[336/400] rendered images/fraud_email__6128_6f4df2c09ef3.png (email, light, genuine)
[337/400] rendered images/fraud_email__8264_cb985b016b38.png (email, light, genuine)
[338/400] rendered images/fraud_email__7444_ff6fbf227e9a.png (email, light, genuine)
[339/400] rendered images/fraud_email__1083_0373def74691.png (email, dark, genuine)
[340/400] rendered images/fraud_email__3814_78721de35469.png (email, light, genuine)
[341/400] rendered images/fraud_email__11117_91ea5dc33b67.png (email, light, genuine)
[342/400] rendered images/fraud_email__6356_a575d7d03e1d.png (email, dark, genuine)
[343/400] rendered images/fraud_email__3452_8d8bb2aff871.png (email, dark, genuine)
[344/400] rendered images/fraud_email__7277_85e0c20072b2.png (email, light, genuine)
[345/400] rendered images/fraud_email__8481_2a4c5ce13617.png (email, dark, genuine)
[346/400] rendered images/fraud_email__5115_cc010f6d8806.png (email, light, genuine)
[347/400] rendered images/fraud_email__7365_50bb6390b796.png (email, light, genuine)
[348/400] rendered images/fraud_email__2874_b579b284f15d.png (email, light, genuine)
[349/400] rendered images/fraud_email__7669_5249a8087bc0.png (email, light, genuine)
[350/400] rendered images/fraud_email__3565_d0aed95bf20b.png (email, light, genuine)
[351/400] rendered images/fraud_email__10619_51bc4331b573.png (email, light, genuine)
[352/400] rendered images/fraud_email__6293_2c8a94a605c2.png (email, dark, genuine)
[353/400] rendered images/fraud_email__8694_e3282cbfd100.png (email, light, genuine)
[354/400] rendered images/fraud_email__10275_02ceceab7e2d.png (email, light, genuine)
[355/400] rendered images/fraud_email__6419_beb276e75666.png (email, light, genuine)
[356/400] rendered images/fraud_email__5975_fa3d971381da.png (email, dark, genuine)
[357/400] rendered images/fraud_email__3232_3fb0a521228c.png (email, light, genuine)
[358/400] rendered images/fraud_email__6320_320e37debcaa.png (email, dark, genuine)
[359/400] rendered images/fraud_email__11022_a77635ddcfa0.png (email, dark, genuine)
[360/400] rendered images/fraud_email__10155_7355745687a1.png (email, dark, genuine)
[361/400] rendered images/fraud_email__4639_d47498de01ac.png (email, light, genuine)
[362/400] rendered images/fraud_email__3776_9fd7b06c35f0.png (email, light, genuine)
[363/400] rendered images/fraud_email__4297_2f45840bc165.png (email, light, genuine)
[364/400] rendered images/fraud_email__4346_a71d555cfb34.png (email, dark, genuine)
[365/400] rendered images/fraud_email__10425_6fcd1bb71e6b.png (email, light, genuine)
[366/400] rendered images/fraud_email__6215_5fa157204b95.png (email, light, genuine)
[367/400] rendered images/fraud_email__1241_c0e5e05982bc.png (email, dark, genuine)
[368/400] rendered images/fraud_email__5675_9d2e1e2b850a.png (email, light, genuine)
[369/400] rendered images/fraud_email__3540_6b80b9d54fc7.png (email, dark, genuine)
[370/400] rendered images/fraud_email__2141_f9aa04f9c763.png (email, dark, genuine)
[371/400] rendered images/fraud_email__9134_8a8827f19848.png (email, dark, genuine)
[372/400] rendered images/fraud_email__3942_d7e6a53ee3bd.png (email, dark, genuine)
[373/400] rendered images/fraud_email__11293_7e6ea3d37bfd.png (email, dark, genuine)
[374/400] rendered images/fraud_email__7856_81b4dd4ec3fc.png (email, light, genuine)
[375/400] rendered images/fraud_email__2901_7033896f67ca.png (email, light, genuine)
[376/400] rendered images/fraud_email__5561_64eea50c62af.png (email, light, genuine)
[377/400] rendered images/fraud_email__1751_8af126ffd0a7.png (email, light, genuine)
[378/400] rendered images/fraud_email__6121_f758cf66ddd1.png (email, dark, genuine)
[379/400] rendered images/fraud_email__7151_0513f8493729.png (email, light, genuine)
[380/400] rendered images/fraud_email__1528_8b0148821abe.png (email, dark, genuine)
[381/400] rendered images/fraud_email__8796_f230e77e5f34.png (email, light, genuine)
[382/400] rendered images/fraud_email__7981_5f30a6cdb89e.png (email, dark, genuine)
[383/400] rendered images/fraud_email__10613_2d4fcc708155.png (email, light, genuine)
[384/400] rendered images/fraud_email__7428_1ece50664e47.png (email, dark, genuine)
[385/400] rendered images/fraud_email__10413_df1e152f14e2.png (email, dark, genuine)
[386/400] rendered images/fraud_email__11335_38cc977255cd.png (email, light, genuine)
[387/400] rendered images/fraud_email__10927_730e8d7e0c85.png (email, dark, genuine)
[388/400] rendered images/fraud_email__10843_839f9c493790.png (email, dark, genuine)
[389/400] rendered images/fraud_email__1748_ca153a044aec.png (email, light, genuine)
[390/400] rendered images/fraud_email__3805_3785ddb9c000.png (email, light, genuine)
[391/400] rendered images/fraud_email__10182_029833aaf103.png (email, dark, genuine)
[392/400] rendered images/fraud_email__9969_da7d1e5760a8.png (email, light, genuine)
[393/400] rendered images/fraud_email__11699_5b3a38a2414f.png (email, dark, genuine)
[394/400] rendered images/fraud_email__3325_621c60f09035.png (email, dark, genuine)
[395/400] rendered images/fraud_email__9587_08d9229332b6.png (email, dark, genuine)
[396/400] rendered images/fraud_email__120_c5a7dd9e6012.png (email, dark, genuine)
[397/400] rendered images/fraud_email__5907_91ef405b9632.png (email, light, genuine)
[398/400] rendered images/fraud_email__6298_298d8eddcbcf.png (email, light, genuine)
[399/400] rendered images/fraud_email__3643_92f20ec2755c.png (email, dark, genuine)
[400/400] rendered images/fraud_email__6159_38613a25eef7.png (email, light, genuine)

Wrote 400 samples. Manifest: D:\ai-scam-detection-data\generated\manifest.csv
>>> python generate.py --input data/raw/phishing_legit_dataset_KD_10000.csv --source-type email --output-dir D:/ai-scam-detection-data/generated --label-filter genuine --sample 400 --seed 205
[1/400] rendered images/phishing_legit_dataset_KD_10000_4401_f2252ae8282a.png (email, dark, genuine)
[2/400] rendered images/phishing_legit_dataset_KD_10000_4879_e4b47127b02b.png (email, dark, genuine)
[3/400] rendered images/phishing_legit_dataset_KD_10000_7374_0b318e2c9807.png (email, dark, genuine)
[4/400] rendered images/phishing_legit_dataset_KD_10000_962_52ac878e6743.png (email, light, genuine)
[5/400] rendered images/phishing_legit_dataset_KD_10000_5410_bea81dbc2ffc.png (email, light, genuine)
[6/400] rendered images/phishing_legit_dataset_KD_10000_8674_11f97eb1d1d2.png (email, dark, genuine)
[7/400] rendered images/phishing_legit_dataset_KD_10000_5025_a42c742f134c.png (email, light, genuine)
[8/400] rendered images/phishing_legit_dataset_KD_10000_4732_a5f4cad2bf22.png (email, dark, genuine)
[9/400] rendered images/phishing_legit_dataset_KD_10000_8497_0e9f383c36c0.png (email, dark, genuine)
[10/400] rendered images/phishing_legit_dataset_KD_10000_7162_2d25600cee8b.png (email, dark, genuine)
[11/400] rendered images/phishing_legit_dataset_KD_10000_2224_01ac46e59c78.png (email, light, genuine)
[12/400] rendered images/phishing_legit_dataset_KD_10000_9946_93d7dba127f1.png (email, dark, genuine)
[13/400] rendered images/phishing_legit_dataset_KD_10000_7723_36c849313fc0.png (email, dark, genuine)
[14/400] rendered images/phishing_legit_dataset_KD_10000_5222_e44c6163dcb7.png (email, dark, genuine)
[15/400] rendered images/phishing_legit_dataset_KD_10000_1750_3bcdebe9b77f.png (email, light, genuine)
[16/400] rendered images/phishing_legit_dataset_KD_10000_964_42280fc677fa.png (email, light, genuine)
[17/400] rendered images/phishing_legit_dataset_KD_10000_1914_77ddf7636fc3.png (email, light, genuine)
[18/400] rendered images/phishing_legit_dataset_KD_10000_7555_81afdb680f16.png (email, dark, genuine)
[19/400] rendered images/phishing_legit_dataset_KD_10000_8543_ed94835bd495.png (email, dark, genuine)
[20/400] rendered images/phishing_legit_dataset_KD_10000_2258_0586ab83ae6e.png (email, light, genuine)
[21/400] rendered images/phishing_legit_dataset_KD_10000_1218_d713b75c0b88.png (email, dark, genuine)
[22/400] rendered images/phishing_legit_dataset_KD_10000_6405_4432c77d1578.png (email, light, genuine)
[23/400] rendered images/phishing_legit_dataset_KD_10000_6970_020061fbf584.png (email, dark, genuine)
[24/400] rendered images/phishing_legit_dataset_KD_10000_9798_0d9becc54374.png (email, dark, genuine)
[25/400] rendered images/phishing_legit_dataset_KD_10000_1978_6c2f8471690c.png (email, dark, genuine)
[26/400] rendered images/phishing_legit_dataset_KD_10000_5957_c1831f8a3e0c.png (email, dark, genuine)
[27/400] rendered images/phishing_legit_dataset_KD_10000_9866_e353c96c5192.png (email, light, genuine)
[28/400] rendered images/phishing_legit_dataset_KD_10000_7440_e0e057672b86.png (email, dark, genuine)
[29/400] rendered images/phishing_legit_dataset_KD_10000_3289_14fac0ab23b0.png (email, dark, genuine)
[30/400] rendered images/phishing_legit_dataset_KD_10000_7419_0ebb981c9da1.png (email, light, genuine)
[31/400] rendered images/phishing_legit_dataset_KD_10000_9777_191385d8bf79.png (email, light, genuine)
[32/400] rendered images/phishing_legit_dataset_KD_10000_9146_7ea194409998.png (email, dark, genuine)
[33/400] rendered images/phishing_legit_dataset_KD_10000_52_8fb9a7a2f2e7.png (email, dark, genuine)
[34/400] rendered images/phishing_legit_dataset_KD_10000_5138_cbc399a0efe7.png (email, light, genuine)
[35/400] rendered images/phishing_legit_dataset_KD_10000_3048_f2dbb0d195de.png (email, dark, genuine)
[36/400] rendered images/phishing_legit_dataset_KD_10000_3301_fe3094064335.png (email, light, genuine)
[37/400] rendered images/phishing_legit_dataset_KD_10000_6402_d2531a900a3c.png (email, light, genuine)
[38/400] rendered images/phishing_legit_dataset_KD_10000_7785_8881fc882301.png (email, dark, genuine)
[39/400] rendered images/phishing_legit_dataset_KD_10000_2817_c4b7cd814d4c.png (email, dark, genuine)
[40/400] rendered images/phishing_legit_dataset_KD_10000_8780_c38d2c197fe6.png (email, light, genuine)
[41/400] rendered images/phishing_legit_dataset_KD_10000_3433_f042ac2dcc66.png (email, light, genuine)
[42/400] rendered images/phishing_legit_dataset_KD_10000_848_5afdda3b8af8.png (email, light, genuine)
[43/400] rendered images/phishing_legit_dataset_KD_10000_1012_ed1de5d61412.png (email, dark, genuine)
[44/400] rendered images/phishing_legit_dataset_KD_10000_820_3d11ed239cd2.png (email, dark, genuine)
[45/400] rendered images/phishing_legit_dataset_KD_10000_6178_255d644adadf.png (email, dark, genuine)
[46/400] rendered images/phishing_legit_dataset_KD_10000_2991_70c90a4137df.png (email, dark, genuine)
[47/400] rendered images/phishing_legit_dataset_KD_10000_8685_a7f302e2ccb1.png (email, light, genuine)
[48/400] rendered images/phishing_legit_dataset_KD_10000_2200_5d5139112b19.png (email, dark, genuine)
[49/400] rendered images/phishing_legit_dataset_KD_10000_3113_32e51fe36067.png (email, light, genuine)
[50/400] rendered images/phishing_legit_dataset_KD_10000_211_0c666ed9e2e8.png (email, dark, genuine)
[51/400] rendered images/phishing_legit_dataset_KD_10000_6854_0588a349fc05.png (email, dark, genuine)
[52/400] rendered images/phishing_legit_dataset_KD_10000_5371_534c6bf4a765.png (email, light, genuine)
[53/400] rendered images/phishing_legit_dataset_KD_10000_9117_f5db7d643a04.png (email, dark, genuine)
[54/400] rendered images/phishing_legit_dataset_KD_10000_7114_8c5bc7078901.png (email, dark, genuine)
[55/400] rendered images/phishing_legit_dataset_KD_10000_1340_4264917d25a6.png (email, dark, genuine)
[56/400] rendered images/phishing_legit_dataset_KD_10000_3074_360ce38bab8b.png (email, light, genuine)
[57/400] rendered images/phishing_legit_dataset_KD_10000_5440_60ed320d6a10.png (email, light, genuine)
[58/400] rendered images/phishing_legit_dataset_KD_10000_6100_fc45e8d39867.png (email, light, genuine)
[59/400] rendered images/phishing_legit_dataset_KD_10000_3703_749712fd2888.png (email, dark, genuine)
[60/400] rendered images/phishing_legit_dataset_KD_10000_1118_59797ad5acaa.png (email, dark, genuine)
[61/400] rendered images/phishing_legit_dataset_KD_10000_4820_f127e8e4a8f5.png (email, dark, genuine)
[62/400] rendered images/phishing_legit_dataset_KD_10000_9786_bcea09b182b0.png (email, light, genuine)
[63/400] rendered images/phishing_legit_dataset_KD_10000_7260_0b889d1436f7.png (email, dark, genuine)
[64/400] rendered images/phishing_legit_dataset_KD_10000_3114_4b46f8479e9f.png (email, dark, genuine)
[65/400] rendered images/phishing_legit_dataset_KD_10000_7092_9fd32d2c4b2f.png (email, light, genuine)
[66/400] rendered images/phishing_legit_dataset_KD_10000_3098_209d14e27b93.png (email, light, genuine)
[67/400] rendered images/phishing_legit_dataset_KD_10000_8416_900922d169f6.png (email, light, genuine)
[68/400] rendered images/phishing_legit_dataset_KD_10000_928_21fc87e411b4.png (email, light, genuine)
[69/400] rendered images/phishing_legit_dataset_KD_10000_8824_125a3cd60cbb.png (email, light, genuine)
[70/400] rendered images/phishing_legit_dataset_KD_10000_9723_398ea6a8f729.png (email, light, genuine)
[71/400] rendered images/phishing_legit_dataset_KD_10000_734_55d5773420f2.png (email, dark, genuine)
[72/400] rendered images/phishing_legit_dataset_KD_10000_1990_8b6f3d0bf3f0.png (email, light, genuine)
[73/400] rendered images/phishing_legit_dataset_KD_10000_1002_d853406593b4.png (email, dark, genuine)
[74/400] rendered images/phishing_legit_dataset_KD_10000_6943_368908c6c8b2.png (email, light, genuine)
[75/400] rendered images/phishing_legit_dataset_KD_10000_6121_129f6924d269.png (email, dark, genuine)
[76/400] rendered images/phishing_legit_dataset_KD_10000_1403_c0fe26027f82.png (email, dark, genuine)
[77/400] rendered images/phishing_legit_dataset_KD_10000_8241_88223241d5ab.png (email, dark, genuine)
[78/400] rendered images/phishing_legit_dataset_KD_10000_5077_8b2de157f8f7.png (email, dark, genuine)
[79/400] rendered images/phishing_legit_dataset_KD_10000_6849_6bc2efccc987.png (email, dark, genuine)
